pano_a_path,pano_b_path,label,house_a,house_b,pair_source,topology_distance,split
Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb593-0c12-46c9-8f75-37ff43820fe9.jpg,Dataset\DollhouseTask_58489_NoOutdoor\DollhouseTask_58489_NoOutdoor\08ddb593-f6c2-41a8-8755-71a01d590abf.jpg,0,DollhouseTask_58489_NoOutdoor,DollhouseTask_58489_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-277d-4962-8b0c-6252bf03cbe1.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-a0a5-45e1-86c2-a8601102d8bd.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_67838_NoOutdoor\08de0386-fb6b-43b7-84be-6d9efc7147d5.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de038a-ca85-49e1-8597-0dba36189715.jpg,0,DollhouseTask_67838_NoOutdoor,DollhouseTask_67838_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d9-6b43-4bcf-8a48-ca57f6fd2847.jpg,Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d9-7d6e-4b16-8893-50020a189fdf.jpg,1,DollhouseTask_58546_NoOutdoor,DollhouseTask_58546_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-42ae-49b2-8335-cf5afa659e5a.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-ea80-4323-8ebf-8536a274ecde.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08f8-e243-44f0-83c3-104144660b4f.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fa-ddd5-47fe-801a-26ee940dbdb7.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1400-444e-4f93-852c-d4690bdca17d.jpg,Dataset\DollhouseTask_69750_NoOutdoor\08de1401-80db-4b5c-83b3-2c7a05410f87.jpg,0,DollhouseTask_69750_NoOutdoor,DollhouseTask_69750_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_65148_NoOutdoor\08dded73-8908-49ee-8140-c3859f32c5c3.jpg,Dataset\DollhouseTask_65148_NoOutdoor\08dded73-e8ec-4556-8f3d-ee473dc22ebb.jpg,0,DollhouseTask_65148_NoOutdoor,DollhouseTask_65148_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-ccce-4e74-81e7-c655168a8bcf.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-fb79-4e6f-88b9-d10cd5e3079e.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-81a5-4c5c-83de-728a37e2fb40.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-eb1d-4f32-822c-93244db5cba0.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-e1ea-422f-8b3d-885dbd6dabdf.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-26e6-403c-8fb1-7e30bb347e0b.jpg,1,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87e-eb2c-46f2-8ac7-d81caad41c02.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-3994-42ad-8771-54d4dfac860b.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-b041-49e0-894c-46ad69eb406e.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde272-c201-4082-82b9-6cc57ceee9a8.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-120a-475c-83c8-3fa820d630be.jpg,Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-17ed-4c8e-8553-7391f9216950.jpg,1,DollhouseTask_65849,DollhouseTask_65849,hotspot_positive,,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-2244-4bc4-8800-5c0ed7178f6c.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-edb7-48a6-89bf-006f329ab791.jpg,0,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c3-b7c2-45c5-8d42-22cea9b33ed3.jpg,Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c4-a52e-4cd6-86e2-07d822315720.jpg,0,DollhouseTask_66682,DollhouseTask_66682,topology_distance_negative,6,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-7bb3-42a8-80fd-0959ce238084.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-9c33-4b52-888e-f2fd003c5f8d.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-a390-46f1-8405-8fa75b267a4f.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6db-0df1-45fc-85f4-0b462236a0eb.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-2ce5-4697-8b05-f2571aa0157a.jpg,Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-7020-4ab5-82bf-e73055676824.jpg,0,DollhouseTask_65849,DollhouseTask_65849,topology_distance_negative,8,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-a9bd-4599-8460-6c179aaee883.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-6e8e-4a94-852f-cd03c3b8bd15.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-3490-49a8-8f79-8980b69c8c42.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf892-dc55-48e0-84fb-cf17716ce78e.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-a7d6-4061-887f-96b1b427d11b.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb744-437b-4c02-83c3-5600f8540be5.jpg,0,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-b15d-40ec-88bb-8c1756c1c2f3.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-c2c8-46a4-8037-9deb2b68ad24.jpg,1,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-8289-4652-804f-c36b23a8b2db.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-8d03-409d-81f6-0e440e14254d.jpg,1,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-72d1-40fe-811e-4af01c7d94e2.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-3f44-4a41-8ef3-224aa5124044.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-a0a5-45e1-86c2-a8601102d8bd.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-0229-455e-88ad-0a13dab95213.jpg,1,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-c3af-4a89-806d-2194403a55df.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-caef-46e9-8301-c900f0dc9d73.jpg,1,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-2466-41b0-8ea1-4384909872df.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-c2dc-4434-820e-ed46b02258a4.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-38fd-460c-8737-094d65f645ea.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-e6d5-403b-86f1-4b746eafda8d.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-b15d-40ec-88bb-8c1756c1c2f3.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-2a1d-473a-89cc-c4191f990652.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-0ec9-41d1-8f14-42b1d9c855b9.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-1dc8-454d-8868-1c327573bd23.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-22fe-4873-82c7-42548277caac.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-b561-49ab-8089-c211c94996bb.jpg,0,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-83a7-4fb0-833a-9a884ccac3fb.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-93ef-4032-802f-3a695287ca1a.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-35c1-4939-81fe-176530c2c5e7.jpg,Dataset\DollhouseTask_58715\DollhouseTask_58715\08ddb7b3-465c-4126-8bab-1299a8ab0e40.jpg,1,DollhouseTask_58715,DollhouseTask_58715,hotspot_positive,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87d-a79c-408f-8418-883fa0cd6e29.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-df0d-4331-8d80-56e135b08164.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-8f11-414c-8394-857269317d96.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-59e3-4a3c-8da4-a1c14225382b.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-f4d0-4d27-86d4-270e9fa27647.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-fc3d-49e7-8439-da7b800ab7f3.jpg,1,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-cf60-40dc-86b9-d10c06cdcaf3.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-487d-4bd0-8470-fac4f1b02652.jpg,1,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-5103-42fa-8c12-80fc0b609625.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-48b0-4f84-8493-e7456aad0a97.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_65148_NoOutdoor\08dded73-528c-445a-873d-16b47b415204.jpg,Dataset\DollhouseTask_65148_NoOutdoor\08dded73-60b7-45b9-8fa3-7cbb1a8ff08f.jpg,1,DollhouseTask_65148_NoOutdoor,DollhouseTask_65148_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-0624-44c2-8dcf-f856c60f2ac8.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-561c-46da-8c19-fa16e304a392.jpg,1,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-d791-4585-8e2c-d39263be4d7c.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-11be-48ea-860f-1f8612ac839b.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-4a6f-4a11-82b6-9d51a0756b89.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-93ef-4032-802f-3a695287ca1a.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fa-613f-47a2-88fd-a6212a20f5df.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-eb1d-4f32-822c-93244db5cba0.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,14,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-9b57-4dba-8d69-ea5f17759434.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-1853-46e9-8da6-862e55500226.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e6f-b351-4d7e-872a-c5dde7e5b2c9.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e70-2a38-4466-8e48-34ae386d63d8.jpg,1,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-3552-40ff-8958-05c32d2e0bcd.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e71-0283-4522-84e3-3f55edafa47c.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_69126_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-5b92-4a58-879f-f193b429361a.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-7c97-4e05-820d-33b978be432c.jpg,0,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-6731-4bf1-8917-9a7355b8ad6f.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-528b-45bf-8a6c-b78700bf42fa.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_67202_NoOutdoor\08ddfe08-a3aa-4798-875f-7ef009f4ab9e.jpg,Dataset\DollhouseTask_67202_NoOutdoor\08ddfe08-bf73-4b1a-80dc-a4c0624526a1.jpg,1,DollhouseTask_67202_NoOutdoor,DollhouseTask_67202_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58589_NoOutdoor\DollhouseTask_58589_NoOutdoor\08ddb661-953a-4863-8a89-9fc1b8e35e4a.jpg,Dataset\DollhouseTask_58589_NoOutdoor\DollhouseTask_58589_NoOutdoor\08ddb661-c2f6-4739-8253-16e2cb6b657d.jpg,0,DollhouseTask_58589_NoOutdoor,DollhouseTask_58589_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-7032-4b74-80e8-57a08b99eda7.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-eae3-4691-87ac-1ce8228f95eb.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-04c8-4077-8cf8-2c0611d1b39c.jpg,Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-444b-4783-825f-58860fb3ce67.jpg,0,DollhouseTask_67839_NoOutdoor,DollhouseTask_67839_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-8ed4-4857-85ee-0d250169bf62.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-fccf-449b-8975-b95fa9de4d2b.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_58712\DollhouseTask_58712\08ddb798-fa44-47d3-86c3-904fad2a6485.jpg,Dataset\DollhouseTask_58713\DollhouseTask_58713\08ddb7a2-b2c4-47b7-8731-30c8a95e1447.jpg,0,DollhouseTask_58712,DollhouseTask_58713,cross_house_negative,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-0ffe-4980-827f-0d1b2d1d0566.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-03d8-48ce-881d-cba6b5a1533b.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_67838_NoOutdoor\08de0387-58da-489a-83cd-aeaa31b99bf1.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de0387-ed9c-4524-8f52-9c68eb19f388.jpg,1,DollhouseTask_67838_NoOutdoor,DollhouseTask_67838_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-1bb9-4b5b-89dd-f881b0a56d4c.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-6dee-4d76-8eb9-dada1d98dacf.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,10,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-11d8-4c5e-849e-2d20452f5dd7.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-7f46-46a6-8a06-a56b893425b1.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-72d1-40fe-811e-4af01c7d94e2.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-0a84-4424-8e5c-9f86224ae71d.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-3a1e-4649-803a-81b6b84fc8a8.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-a3f9-48a0-8548-386493198453.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-5e6b-4003-8990-d1885e81eef0.jpg,Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-9655-42b8-84af-d03e626d5744.jpg,0,DollhouseTask_65849,DollhouseTask_65849,topology_distance_negative,5,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-ab82-4c25-81e8-475ccad213ea.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-6b32-41d9-84d2-ab407a1ce6d5.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_65147_NoOutdoor\08dded67-2965-4161-8712-49260211b4e4.jpg,Dataset\DollhouseTask_65147_NoOutdoor\08dded67-3838-4253-8fde-1b26b0809a05.jpg,1,DollhouseTask_65147_NoOutdoor,DollhouseTask_65147_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-0c5b-49e4-851f-c5ed44843431.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-54b5-4755-839f-1a8c7d41f4aa.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,14,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-af10-45cd-826c-3e765e79d6ac.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f5-2ae0-4376-86ab-53356b47603e.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_67838_NoOutdoor\08de0387-297b-474b-8c28-f2d322be8017.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de0387-c591-49fb-8c56-4c911ef2a68f.jpg,0,DollhouseTask_67838_NoOutdoor,DollhouseTask_67838_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e71-deff-459d-8b88-a7c9d9e6193d.jpg,Dataset\DollhouseTask_69127_NoOutdoor\DollhouseTask_69127_NoOutdoor\08de0e72-0566-43a6-801a-68aa786ca26a.jpg,1,DollhouseTask_69127_NoOutdoor,DollhouseTask_69127_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-e1ea-471a-8164-c86adc727936.jpg,Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-e9d9-4ffe-87ff-9ca1b6d1e41f.jpg,1,DollhouseTask_63108,DollhouseTask_63108,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fa-613f-47a2-88fd-a6212a20f5df.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-fccf-449b-8975-b95fa9de4d2b.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde295-5e34-4016-8566-4875fd4704e0.jpg,Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde295-92bc-43e0-89e9-a4d93a06c613.jpg,1,DollhouseTask_63934_NoOutdoor,DollhouseTask_63934_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-ad25-4b1e-80fe-782f58016ecd.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-b75b-4a82-855a-011b1aef6189.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d9-0845-47b4-8ab6-244aee691e84.jpg,Dataset\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\DollhouseTask_58546_NoOutdoor\08ddb5d9-2f50-4c04-8be7-16431673315f.jpg,1,DollhouseTask_58546_NoOutdoor,DollhouseTask_58546_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87d-a79c-408f-8418-883fa0cd6e29.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-40a1-4c63-855f-2d6cf1d91929.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,6,train
